PropertyID,GuestID,ReviewSummary,violations_detected,violation_type,Flagged
P002,G1056,"I think there was a misunderstanding about the number of guests staying. I didn’t realize there were such strict limits, and the host seemed a bit upset about it. I totally respect the rules, but I wish this had been communicated more clearly upfront to avoid confusion.","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1056,"I think there was a misunderstanding about the number of guests staying. I didn’t realize there were such strict limits, and the host seemed a bit upset about it. I totally respect the rules, but I wish this had been communicated more clearly upfront to avoid confusion.","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1058,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1058,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1058,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1058,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1058,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1058,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1058,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1058,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1058,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1058,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1058,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1058,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1014,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1014,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1014,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1014,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1014,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1014,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1014,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1014,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1014,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1014,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1014,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1014,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1059,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1059,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1059,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1059,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1059,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1059,"Loved the location, very convenient!","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G1061,"The Airbnb itself was nice, but I was unfairly accused of smoking inside when I hadn’t. I respect house rules and was careful during my stay, so it was frustrating to be blamed for something I didn’t do.","{'PropertyID': 'P002', 'Violation': 'Smoking Violation'}",Smoking Violation,True
P002,G1061,"The Airbnb itself was nice, but I was unfairly accused of smoking inside when I hadn’t. I respect house rules and was careful during my stay, so it was frustrating to be blamed for something I didn’t do.","{'PropertyID': 'P002', 'Violation': 'Smoking Violation'}",Smoking Violation,True
P002,G1061,"The Airbnb itself was nice, but I was unfairly accused of smoking inside when I hadn’t. I respect house rules and was careful during my stay, so it was frustrating to be blamed for something I didn’t do.","{'PropertyID': 'P002', 'Violation': 'Smoking Violation'}",Smoking Violation,True
P002,G1061,"The Airbnb itself was nice, but I was unfairly accused of smoking inside when I hadn’t. I respect house rules and was careful during my stay, so it was frustrating to be blamed for something I didn’t do.","{'PropertyID': 'P002', 'Violation': 'Smoking Violation'}",Smoking Violation,True
P002,G1061,"The Airbnb itself was nice, but I was unfairly accused of smoking inside when I hadn’t. I respect house rules and was careful during my stay, so it was frustrating to be blamed for something I didn’t do.","{'PropertyID': 'P002', 'Violation': 'Smoking Violation'}",Smoking Violation,True
P002,G0,"If the host had communicated better and handled the situation differently, this would have been a much better experience","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G0,"If the host had communicated better and handled the situation differently, this would have been a much better experience","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G0,"If the host had communicated better and handled the situation differently, this would have been a much better experience","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G0,"If the host had communicated better and handled the situation differently, this would have been a much better experience","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G0,"If the host had communicated better and handled the situation differently, this would have been a much better experience","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P002,G0,"If the host had communicated better and handled the situation differently, this would have been a much better experience","{'PropertyID': 'P002', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1064,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1064,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1064,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1064,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1064,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1064,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1064,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1064,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1064,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1064,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1064,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1064,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1066,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1066,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1066,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1066,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1066,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1066,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1068,"Other than that, the place was fine, but I wish communication had been clearer.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1068,"Other than that, the place was fine, but I wish communication had been clearer.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1068,"Other than that, the place was fine, but I wish communication had been clearer.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1068,"Other than that, the place was fine, but I wish communication had been clearer.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1068,"Other than that, the place was fine, but I wish communication had been clearer.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1068,"Other than that, the place was fine, but I wish communication had been clearer.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1068,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1068,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1068,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1068,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1068,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1068,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1076,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1076,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1076,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1076,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1076,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1076,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1079,"My experience at this Airbnb was disappointing. I was unexpectedly asked to leave because I had supposedly overstayed, but the checkout time was never clearly communicated. I would have happily left on time if I had been informed properly.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1079,"My experience at this Airbnb was disappointing. I was unexpectedly asked to leave because I had supposedly overstayed, but the checkout time was never clearly communicated. I would have happily left on time if I had been informed properly.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1079,"My experience at this Airbnb was disappointing. I was unexpectedly asked to leave because I had supposedly overstayed, but the checkout time was never clearly communicated. I would have happily left on time if I had been informed properly.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1079,"My experience at this Airbnb was disappointing. I was unexpectedly asked to leave because I had supposedly overstayed, but the checkout time was never clearly communicated. I would have happily left on time if I had been informed properly.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1079,"My experience at this Airbnb was disappointing. I was unexpectedly asked to leave because I had supposedly overstayed, but the checkout time was never clearly communicated. I would have happily left on time if I had been informed properly.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1079,"My experience at this Airbnb was disappointing. I was unexpectedly asked to leave because I had supposedly overstayed, but the checkout time was never clearly communicated. I would have happily left on time if I had been informed properly.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G0,"Additionally, there were noise complaints from the neighbors, but I wasn’t even responsible for any noise. I kept to myself and was out for most of my stay, so this felt unfair. While the place itself was decent, the lack of clear communication and the false accusations left a bad impression.","{'PropertyID': 'P003', 'Violation': 'Noise Violation'}",Noise Violation,True
P003,G0,"Additionally, there were noise complaints from the neighbors, but I wasn’t even responsible for any noise. I kept to myself and was out for most of my stay, so this felt unfair. While the place itself was decent, the lack of clear communication and the false accusations left a bad impression.","{'PropertyID': 'P003', 'Violation': 'Noise Violation'}",Noise Violation,True
P003,G0,"Additionally, there were noise complaints from the neighbors, but I wasn’t even responsible for any noise. I kept to myself and was out for most of my stay, so this felt unfair. While the place itself was decent, the lack of clear communication and the false accusations left a bad impression.","{'PropertyID': 'P003', 'Violation': 'Noise Violation'}",Noise Violation,True
P003,G0,"Additionally, there were noise complaints from the neighbors, but I wasn’t even responsible for any noise. I kept to myself and was out for most of my stay, so this felt unfair. While the place itself was decent, the lack of clear communication and the false accusations left a bad impression.","{'PropertyID': 'P003', 'Violation': 'Noise Violation'}",Noise Violation,True
P003,G0,"Additionally, there were noise complaints from the neighbors, but I wasn’t even responsible for any noise. I kept to myself and was out for most of my stay, so this felt unfair. While the place itself was decent, the lack of clear communication and the false accusations left a bad impression.","{'PropertyID': 'P003', 'Violation': 'Noise Violation'}",Noise Violation,True
P003,G0,"Additionally, there were noise complaints from the neighbors, but I wasn’t even responsible for any noise. I kept to myself and was out for most of my stay, so this felt unfair. While the place itself was decent, the lack of clear communication and the false accusations left a bad impression.","{'PropertyID': 'P003', 'Violation': 'Noise Violation'}",Noise Violation,True
P003,G0,"Additionally, there were noise complaints from the neighbors, but I wasn’t even responsible for any noise. I kept to myself and was out for most of my stay, so this felt unfair. While the place itself was decent, the lack of clear communication and the false accusations left a bad impression.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G0,"Additionally, there were noise complaints from the neighbors, but I wasn’t even responsible for any noise. I kept to myself and was out for most of my stay, so this felt unfair. While the place itself was decent, the lack of clear communication and the false accusations left a bad impression.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G0,"Additionally, there were noise complaints from the neighbors, but I wasn’t even responsible for any noise. I kept to myself and was out for most of my stay, so this felt unfair. While the place itself was decent, the lack of clear communication and the false accusations left a bad impression.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G0,"Additionally, there were noise complaints from the neighbors, but I wasn’t even responsible for any noise. I kept to myself and was out for most of my stay, so this felt unfair. While the place itself was decent, the lack of clear communication and the false accusations left a bad impression.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G0,"Additionally, there were noise complaints from the neighbors, but I wasn’t even responsible for any noise. I kept to myself and was out for most of my stay, so this felt unfair. While the place itself was decent, the lack of clear communication and the false accusations left a bad impression.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G0,"Additionally, there were noise complaints from the neighbors, but I wasn’t even responsible for any noise. I kept to myself and was out for most of my stay, so this felt unfair. While the place itself was decent, the lack of clear communication and the false accusations left a bad impression.","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1049,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1049,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1049,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1049,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1049,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1049,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1025,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1025,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1025,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1025,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1025,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1025,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1084,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1084,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1084,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1084,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1084,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1084,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1085,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1085,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1085,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1085,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1085,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1085,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1094,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1094,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1094,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1094,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1094,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1094,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1079,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1079,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1079,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1079,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1079,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1079,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1098,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1098,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1098,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1098,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1098,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1098,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1098,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1098,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1098,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1098,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1098,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P003,G1098,"Loved the location, very convenient!","{'PropertyID': 'P003', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1103,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1103,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1103,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1103,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1103,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1103,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1103,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1103,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1103,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1103,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1103,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1103,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1108,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1108,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1108,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1108,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1108,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1108,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1095,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1095,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1095,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1095,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1095,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1095,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1114,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1114,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1114,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1114,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1114,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1114,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1107,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1107,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1107,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1107,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1107,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1107,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1117,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1117,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1117,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1117,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1117,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1117,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1065,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1065,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1065,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1065,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1065,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1065,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1117,"Too loud at night, difficult to sleep.","{'PropertyID': 'P004', 'Violation': 'Noise Violation'}",Noise Violation,True
P004,G1117,"Too loud at night, difficult to sleep.","{'PropertyID': 'P004', 'Violation': 'Noise Violation'}",Noise Violation,True
P004,G1117,"Too loud at night, difficult to sleep.","{'PropertyID': 'P004', 'Violation': 'Noise Violation'}",Noise Violation,True
P004,G1117,"Too loud at night, difficult to sleep.","{'PropertyID': 'P004', 'Violation': 'Noise Violation'}",Noise Violation,True
P004,G1117,"Too loud at night, difficult to sleep.","{'PropertyID': 'P004', 'Violation': 'Noise Violation'}",Noise Violation,True
P004,G1117,"Too loud at night, difficult to sleep.","{'PropertyID': 'P004', 'Violation': 'Noise Violation'}",Noise Violation,True
P004,G1070,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1070,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1070,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
P004,G1070,"Loved the location, very convenient!","{'PropertyID': 'P004', 'Violation': 'Pet Violation'}",Pet Violation,True
